animalid,name,datetime,outcometype,outcomesubtype,animaltype,sex,castration,ageuponoutcome,breed,color
A699910,,Wednesday,Transfer,Partner,Dog,Male,Intact,124,German Shepherd Mix,Sable
A679105,Diamond,Sunday,Return_to_owner,,Dog,Female,Spayed,365,Pit Bull Mix,Apricot/White
A713389,Maya,Sunday,Adoption,,Dog,Female,Spayed,62,Manchester Terrier Mix,Black/Tan
A689260,Gambit,Wednesday,Return_to_owner,,Dog,Male,Neutered,1825,Shetland Sheepdog Mix,Black/Brown
A687239,Lucy,Tuesday,Adoption,,Dog,Female,Spayed,248,Plott Hound Mix,Brown Brindle/White
A689994,,Friday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A712665,Jack Nick,Tuesday,Return_to_owner,,Dog,Male,Neutered,365,Pit Bull Mix,Fawn/White
A683342,,Friday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Cream/White
A699899,Abby,Tuesday,Adoption,Foster,Cat,Female,Spayed,365,Domestic Shorthair Mix,Black
A692727,Dean,Thursday,Transfer,Partner,Cat,Male,Neutered,730,Domestic Shorthair Mix,Brown Tabby/White
A704869,Nala,Monday,Transfer,Partner,Cat,Female,Spayed,730,Snowshoe Mix,Lynx Point
A674344,Minnie,Saturday,Transfer,Partner,Dog,Female,Spayed,217,Bruss Griffon/Chihuahua Shorthair,Tan
A701318,Luke,Monday,Return_to_owner,,Dog,Male,Neutered,730,Pug,Fawn
A705533,,Friday,Transfer,Partner,Cat,Female,Intact,31,Siamese Mix,Lynx Point
A640624,Pez,Thursday,Return_to_owner,,Dog,Male,Neutered,1095,Australian Cattle Dog,Black/White
A666371,Bella,Tuesday,Return_to_owner,,Dog,Female,Spayed,730,Border Collie/Great Pyrenees,White/Black
A690070,,Thursday,Transfer,Partner,Dog,Female,Spayed,4380,Australian Cattle Dog Mix,Black/White
A668905,,Monday,Adoption,,Dog,Female,Spayed,730,Boxer Mix,Red/White
A694453,,Thursday,Adoption,,Dog,Female,Spayed,62,German Shepherd Mix,Brown/Black
A713041,,Wednesday,Adoption,,Dog,Female,Spayed,365,Labrador Retriever Mix,White
A717765,Moses,Tuesday,Transfer,Partner,Dog,Male,Intact,62,Chihuahua Shorthair Mix,Brown
A677115,Jello,Tuesday,Transfer,Partner,Dog,Female,Spayed,124,Australian Cattle Dog,Yellow/White
A664280,Coco,Tuesday,Return_to_owner,,Dog,Female,Spayed,2190,Miniature Poodle Mix,Apricot
A510997,Linus,Sunday,Transfer,Partner,Cat,Male,Neutered,2190,Domestic Shorthair Mix,White/Orange Tabby
A688252,Daisy,Saturday,Adoption,,Dog,Female,Spayed,2920,Pointer/Labrador Retriever,White/Black
A703281,Doodle,Tuesday,Transfer,Partner,Cat,Unknown,Unknown,7,Domestic Shorthair Mix,Black/White
A604775,Susie Q,Thursday,Transfer,Partner,Dog,Female,Spayed,2555,Dachshund Mix,White/Brown
A683112,,Saturday,Adoption,,Cat,Male,Neutered,730,Domestic Shorthair Mix,Black
A648080,Rascel,Saturday,Return_to_owner,,Cat,Male,Neutered,1095,Domestic Shorthair Mix,Brown Tabby
A712790,Bob,Monday,Adoption,,Cat,Male,Neutered,1825,Domestic Shorthair Mix,Blue Tabby
A697243,Safari,Friday,Return_to_owner,,Dog,Male,Neutered,1095,Pit Bull Mix,Brown/Blue
A665922,Rocket,Wednesday,Transfer,Partner,Dog,Male,Neutered,4015,Dachshund/Chihuahua Shorthair,Tricolor
A622803,Kingsley,Wednesday,Return_to_owner,,Dog,Male,Neutered,1095,Border Terrier Mix,Brown Brindle
A699352,Rocky,Monday,Adoption,,Dog,Male,Neutered,365,Miniature Poodle Mix,White
A675427,,Thursday,Adoption,,Dog,Male,Neutered,62,Pug Mix,Tan/Black
A692190,Henry,Thursday,Euthanasia,Suffering,Dog,Male,Neutered,2190,Dachshund Longhair Mix,Black/Tan
A681880,Lorna,Sunday,Transfer,Partner,Dog,Female,Spayed,62,Cairn Terrier/Chihuahua Shorthair,Fawn/White
A680450,,Tuesday,Transfer,Partner,Cat,Male,Intact,3,Domestic Shorthair Mix,Blue Tabby
A718752,Coby,Tuesday,Adoption,,Dog,Male,Neutered,310,Plott Hound Mix,Tricolor
A711705,,Sunday,Euthanasia,Suffering,Cat,Female,Spayed,4380,Domestic Medium Hair Mix,Black/White
A686084,,Friday,Adoption,,Dog,Female,Spayed,365,Siberian Husky Mix,Black/White
A664485,Peaches,Wednesday,Transfer,Partner,Cat,Female,Intact,62,Domestic Shorthair Mix,Torbie
A697468,,Wednesday,Transfer,SCRP,Cat,Unknown,Unknown,248,Domestic Shorthair Mix,Brown Tabby
A681108,Stephen,Monday,Transfer,Partner,Cat,Male,Intact,62,Domestic Longhair Mix,Blue
A679868,Tiger Lily,Saturday,Adoption,Foster,Dog,Female,Spayed,341,Boxer Mix,White/Brown Brindle
A710384,,Thursday,Transfer,Partner,Dog,Female,Intact,248,Border Collie Mix,Black/Brown Brindle
A711591,Royston,Monday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Brown Tabby
A674242,,Monday,Transfer,SCRP,Cat,Male,Intact,1095,Domestic Shorthair Mix,Orange Tabby
A717309,Trapper,Saturday,Adoption,,Cat,Male,Neutered,730,Domestic Shorthair Mix,Orange Tabby
A703679,,Wednesday,Adoption,,Cat,Male,Neutered,93,Domestic Shorthair Mix,Brown Tabby
A710309,Jj,Thursday,Adoption,,Dog,Male,Neutered,730,Dalmatian Mix,White/Black
A677706,,Monday,Transfer,Partner,Cat,Male,Intact,28,Domestic Shorthair Mix,Blue Tabby
A704111,,Friday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Black
A679090,Ace,Thursday,Return_to_owner,,Dog,Male,Neutered,1460,Dogue De Bordeaux Mix,Red
A708453,Chauncey,Sunday,Transfer,Partner,Dog,Male,Intact,365,German Shepherd,Black/Tan
A689030,Max,Monday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A694242,,Sunday,Adoption,,Dog,Female,Spayed,248,Dachshund Mix,Brown Brindle/White
A699648,Plex,Tuesday,Transfer,Partner,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Brown/White
A677140,Trudy,Friday,Adoption,,Dog,Female,Spayed,730,Labrador Retriever Mix,Black
A703237,,Sunday,Transfer,Partner,Dog,Male,Neutered,730,Cairn Terrier Mix,White/Tan
A693703,Sauce,Monday,Adoption,,Dog,Female,Spayed,155,Chihuahua Shorthair Mix,Brown
A673130,Molly,Tuesday,Adoption,Foster,Dog,Female,Spayed,1825,Maltese,White
A711627,,Thursday,Euthanasia,Suffering,Cat,Male,Intact,28,Domestic Medium Hair Mix,Black
A666186,,Monday,Euthanasia,Suffering,Cat,Female,Intact,730,Domestic Shorthair Mix,Torbie
A716786,Sassy,Friday,Return_to_owner,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,White/Black
A697759,,Saturday,Died,In Kennel,Dog,Female,Intact,365,Chihuahua Shorthair Mix,Black/White
A705134,Brownie,Saturday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Longhair Mix,Black/White
A667041,Ethyl,Monday,Adoption,,Dog,Female,Spayed,730,Carolina Dog Mix,White/Black
A685480,Jelly,Saturday,Adoption,,Cat,Female,Spayed,93,Domestic Shorthair Mix,Black
A716119,,Wednesday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Black
A684158,,Sunday,Euthanasia,Suffering,Cat,Male,Intact,365,Domestic Shorthair Mix,Orange Tabby
A673541,,Sunday,Adoption,,Dog,Female,Spayed,124,Labrador Retriever Mix,White/Brown Brindle
A660154,Owen,Saturday,Adoption,Foster,Cat,Male,Neutered,93,Domestic Shorthair Mix,Black/White
A605623,Lola,Monday,Return_to_owner,,Dog,Female,Spayed,1095,Rottweiler Mix,Black/Tan
A697166,Grace,Saturday,Adoption,Offsite,Dog,Female,Spayed,62,Labrador Retriever/Anatol Shepherd,White/Black
A688939,,Friday,Transfer,Partner,Cat,Male,Intact,14,Domestic Shorthair Mix,Blue
A680869,Ponyboy,Monday,Euthanasia,Suffering,Cat,Male,Intact,31,Domestic Shorthair Mix,Orange Tabby/White
A662180,Lonnie G.,Saturday,Adoption,,Dog,Male,Neutered,730,Pit Bull Mix,Black/White
A711966,Heidi,Saturday,Transfer,Partner,Dog,Female,Spayed,341,Blue Lacy Mix,Tan/White
A718900,,Sunday,Died,In Kennel,Dog,Female,Intact,730,Labrador Retriever Mix,Brown
A680241,Georgia,Sunday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Tortie/White
A687160,Bella,Saturday,Return_to_owner,,Dog,Female,Spayed,1095,Chihuahua Shorthair Mix,White/Gray
A720256,Trunks,Tuesday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Black/White
A682069,Blackie,Friday,Transfer,Partner,Cat,Male,Intact,186,Domestic Shorthair Mix,Black
A666926,Smokey,Saturday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black Smoke
A686184,,Wednesday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Shorthair Mix,Brown Tabby
A434523,,Wednesday,Return_to_owner,,Cat,Female,Spayed,4015,Siamese Mix,Lilac Point
A699953,Manny,Sunday,Return_to_owner,,Dog,Male,Neutered,279,Labrador Retriever Mix,Black
A709190,,Thursday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Medium Hair Mix,Tortie
A696201,Hazel,Monday,Return_to_owner,,Dog,Female,Spayed,155,Pit Bull Mix,Tan/White
A713034,Wiley,Saturday,Transfer,Partner,Dog,Male,Neutered,1095,Chihuahua Shorthair/Dachshund,Tan/White
A593109,Sydney,Tuesday,Return_to_owner,,Dog,Female,Spayed,2190,Pit Bull Mix,White/Black
A708352,,Sunday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair,Tortie
A684627,Abigail,Tuesday,Adoption,,Dog,Female,Spayed,62,German Shepherd Mix,Sable
A688073,,Sunday,Euthanasia,Suffering,Cat,Female,Intact,3650,Domestic Shorthair Mix,Orange Tabby
A704810,,Tuesday,Transfer,Partner,Cat,Unknown,Unknown,21,Domestic Shorthair Mix,Black
A643090,Shiner,Saturday,Euthanasia,Aggressive,Dog,Male,Neutered,730,Boxer/Jack Russell Terrier,White/Tan
A682099,Rice,Thursday,Return_to_owner,,Dog,Female,Intact,5110,Maltese Mix,White
A702303,Arnie,Monday,Transfer,Partner,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Red
A709386,Jean Luc,Tuesday,Adoption,,Cat,Male,Neutered,62,Domestic Medium Hair Mix,Cream Tabby
A688384,Lizzy,Sunday,Transfer,Partner,Dog,Female,Intact,93,Pit Bull Mix,Brown Brindle/White
A684492,,Thursday,Transfer,Partner,Cat,Female,Intact,21,Domestic Shorthair Mix,Torbie
A672300,Marvin Gaye,Sunday,Transfer,Partner,Cat,Male,Neutered,730,Domestic Shorthair Mix,Blue/White
A679448,,Wednesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Orange Tabby
A666899,Galadriel,Tuesday,Return_to_owner,,Dog,Female,Spayed,730,American Pit Bull Terrier Mix,Brown/White
A673297,Amos,Saturday,Adoption,Foster,Dog,Male,Neutered,365,Maltese,White
A674462,,Thursday,Transfer,Partner,Dog,Female,Intact,5,Pit Bull Mix,Sable/White
A720656,Gypsy,Thursday,Adoption,,Dog,Female,Spayed,730,Miniature Poodle,White
A719402,Chapo,Tuesday,Return_to_owner,,Dog,Male,Neutered,365,Pit Bull Mix,Brown Brindle/White
A683588,Hercules,Tuesday,Transfer,Partner,Cat,Male,Neutered,1460,Domestic Shorthair Mix,Orange Tabby
A683858,Capeice,Thursday,Transfer,Partner,Cat,Female,Spayed,1460,Domestic Shorthair Mix,Tortie
A682326,Ann Richards,Saturday,Adoption,,Cat,Female,Spayed,124,Domestic Longhair Mix,Brown Tabby/White
A676526,Max,Sunday,Transfer,Partner,Dog,Male,Neutered,155,Australian Cattle Dog Mix,Blue Merle/Red
A667073,Bandit,Saturday,Return_to_owner,,Dog,Male,Neutered,730,Australian Shepherd/Australian Cattle Dog,Brown Brindle/Brown Merle
A720531,Patrick,Sunday,Adoption,,Cat,Male,Neutered,310,Domestic Shorthair Mix,Black/White
A681029,Tipi,Saturday,Transfer,Partner,Cat,Male,Neutered,155,Domestic Shorthair Mix,Cream Tabby/White
A703632,,Thursday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Calico
A694766,,Monday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Orange Tabby
A709330,,Saturday,Transfer,SCRP,Cat,Unknown,Unknown,1460,Domestic Shorthair Mix,Orange Tabby
A695846,Dixie,Monday,Adoption,,Dog,Female,Spayed,730,Staffordshire Mix,Blue/White
A713729,Red,Monday,Transfer,Partner,Dog,Female,Intact,310,Chihuahua Shorthair Mix,Red
A653750,Jack,Wednesday,Return_to_owner,,Dog,Male,Neutered,730,Siberian Husky Mix,Cream/White
A680424,,Saturday,Adoption,,Dog,Male,Neutered,31,Chihuahua Shorthair Mix,Tan/Black
A678168,Marley,Tuesday,Transfer,Partner,Dog,Male,Intact,31,Pointer Mix,Black/White
A707719,,Friday,Transfer,SCRP,Cat,Unknown,Unknown,365,Domestic Shorthair Mix,Black
A718740,Narles Barkl,Saturday,Adoption,,Dog,Male,Neutered,365,Australian Cattle Dog Mix,Red/Red Merle
A700875,,Monday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,Tortie
A692228,,Friday,Transfer,Partner,Dog,Female,Intact,2920,Pit Bull Mix,White/Brown Brindle
A683020,Mimi,Sunday,Adoption,,Dog,Female,Spayed,730,Pit Bull Mix,White
A686436,Remi,Saturday,Return_to_owner,,Dog,Female,Intact,155,Rottweiler,Black/Tan
A676955,Raz,Saturday,Adoption,Foster,Cat,Male,Neutered,2555,Siamese Mix,Seal Point
A667009,Michaelangel,Wednesday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Blue
A696144,Bentley,Saturday,Adoption,,Dog,Male,Neutered,1460,Chihuahua Shorthair/Cardigan Welsh Corgi,Black/White
A676357,,Monday,Transfer,Partner,Dog,Male,Neutered,730,Chihuahua Shorthair Mix,Brown
A702342,Bailey,Saturday,Adoption,,Dog,Female,Spayed,62,German Shepherd Mix,Sable/White
A707201,Tabitha,Friday,Return_to_owner,,Cat,Female,Spayed,4745,Domestic Shorthair Mix,Orange Tabby/White
A708430,Fern,Thursday,Transfer,Partner,Cat,Female,Spayed,365,Domestic Longhair Mix,Black
A709315,,Tuesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Brown Tabby
A670737,,Sunday,Adoption,,Cat,Female,Spayed,124,Domestic Shorthair Mix,Blue/White
A710363,Wilma,Sunday,Adoption,,Cat,Female,Spayed,124,Domestic Shorthair Mix,Calico
A689907,Tiny,Saturday,Adoption,,Cat,Female,Spayed,124,Domestic Shorthair Mix,Brown Tabby
A697940,Biscuit,Wednesday,Return_to_owner,,Dog,Female,Intact,2555,Labrador Retriever Mix,Black/White
A711951,,Monday,Transfer,Partner,Cat,Female,Intact,62,Domestic Shorthair Mix,Tortie
A697451,Clover,Sunday,Adoption,,Dog,Female,Spayed,1095,Miniature Schnauzer/Cairn Terrier,Gray/Black
A683831,Hallie,Friday,Adoption,,Dog,Female,Spayed,730,Blue Lacy Mix,Blue/White
A719934,Pinta,Saturday,Return_to_owner,,Dog,Female,Spayed,1095,Pit Bull Mix,Black
A689679,Henny,Thursday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Tortie
A707870,,Sunday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,Brown Tabby/White
A717617,Strudel,Tuesday,Adoption,Foster,Dog,Female,Spayed,62,Pit Bull Mix,White/Brown
A567214,Lilly Bell,Saturday,Adoption,,Dog,Female,Spayed,1825,Labrador Retriever Mix,Black
A683495,Bowser,Saturday,Adoption,,Dog,Male,Neutered,1460,Chesa Bay Retr Mix,Brown Merle
A716061,Coco,Sunday,Return_to_owner,,Dog,Female,Spayed,2920,Jack Russell Terrier Mix,White/Brown
A666937,,Sunday,Transfer,Partner,Dog,Female,Intact,62,Pit Bull Mix,Fawn/White
A676644,,Wednesday,Return_to_owner,,Dog,Male,Neutered,1095,Pit Bull Mix,White/Black
A661808,,Monday,Transfer,Partner,Dog,Female,Spayed,62,Australian Cattle Dog Mix,White/Black
A686715,,Wednesday,Euthanasia,Suffering,Dog,Female,Intact,365,Pit Bull Mix,Brown Brindle/White
A702576,Georgie,Monday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Torbie
A702336,,Tuesday,Adoption,Foster,Cat,Female,Spayed,62,Siamese Mix,Flame Point
A687439,,Tuesday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A707286,Keaton,Saturday,Transfer,Partner,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black/White
A663070,Edith,Tuesday,Adoption,Foster,Cat,Female,Spayed,155,Domestic Shorthair Mix,Tortie
A717397,,Monday,Transfer,Partner,Dog,Unknown,Unknown,7,Labrador Retriever Mix,Black/White
A681450,,Tuesday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Medium Hair Mix,Torbie
A694461,Baxter,Friday,Adoption,,Dog,Male,Neutered,2920,Chihuahua Shorthair Mix,Tan
A685824,,Saturday,Transfer,SCRP,Cat,Unknown,Unknown,310,Domestic Shorthair Mix,Orange Tabby/White
A715825,Chubbs,Wednesday,Return_to_owner,,Dog,Male,Neutered,341,Labrador Retriever/Pit Bull,Brown/White
A707048,Charlie,Sunday,Adoption,,Cat,Male,Neutered,93,Domestic Shorthair Mix,Black
A665969,,Sunday,Transfer,SCRP,Cat,Unknown,Unknown,730,Domestic Shorthair Mix,Black
A698842,Juno,Wednesday,Adoption,,Dog,Female,Spayed,1095,German Shepherd Mix,Tan/Black
A694841,,Tuesday,Transfer,Partner,Dog,Female,Intact,14,Border Collie Mix,Chocolate/White
A706433,Riley,Thursday,Transfer,Partner,Dog,Male,Neutered,730,Labrador Retriever Mix,Chocolate/White
A718388,,Friday,Transfer,SCRP,Cat,Female,Spayed,730,Domestic Shorthair Mix,Brown Tabby
A708072,,Wednesday,Transfer,Partner,Cat,Male,Intact,14,Domestic Shorthair Mix,Black
A634836,Storm,Sunday,Return_to_owner,,Dog,Male,Neutered,1095,Siberian Husky,Black/White
A674916,Charlie,Monday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Tan
A668361,Gizmo,Sunday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Tan/Brown
A643153,Aurora,Saturday,Adoption,,Dog,Female,Spayed,365,German Shepherd Mix,Black/Brown
A662436,Holly,Tuesday,Adoption,Foster,Cat,Female,Spayed,155,Domestic Shorthair Mix,Blue
A675500,Carmen,Saturday,Return_to_owner,,Dog,Female,Intact,3285,Cocker Spaniel,Black/White
A699306,,Wednesday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,Brown Tabby
A670615,,Monday,Transfer,SCRP,Cat,Unknown,Unknown,186,Domestic Medium Hair Mix,Brown Tabby
A700140,,Monday,Transfer,Partner,Cat,Male,Intact,28,Domestic Shorthair Mix,Black
A706562,Dawn,Thursday,Transfer,Partner,Cat,Female,Spayed,93,Domestic Shorthair Mix,Black
A670443,Jack,Sunday,Adoption,,Dog,Male,Neutered,2190,Jack Russell Terrier Mix,Tricolor
A697279,Phedre,Wednesday,Return_to_owner,,Dog,Female,Spayed,1095,Pit Bull Mix,Blue/White
A691693,,Monday,Euthanasia,Suffering,Cat,Female,Spayed,1095,Domestic Shorthair Mix,Blue Tabby
A706053,Hudson,Monday,Adoption,,Dog,Male,Neutered,217,Anatol Shepherd Mix,Brown/White
A678566,,Saturday,Transfer,Partner,Dog,Female,Intact,31,Pit Bull Mix,Brown Brindle
A672765,Scrappy,Saturday,Adoption,,Dog,Male,Neutered,1460,Norwich Terrier/Cairn Terrier,White
A703654,Zoe,Sunday,Transfer,Partner,Dog,Female,Intact,730,Pit Bull Mix,Gray
A668658,Lila,Sunday,Adoption,,Dog,Female,Spayed,155,Pit Bull Mix,Yellow/White
A713226,Peony,Friday,Adoption,Foster,Cat,Female,Spayed,124,Domestic Shorthair Mix,Torbie
A637291,Luna,Sunday,Adoption,,Cat,Female,Spayed,730,Domestic Shorthair Mix,Blue Tabby
A705754,Javier,Saturday,Transfer,Partner,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A712183,,Saturday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Tan
A688917,Pickle,Saturday,Return_to_owner,,Dog,Male,Intact,5110,German Shepherd/Collie Rough,Brown/Black
A684226,Spike,Monday,Return_to_owner,,Dog,Male,Neutered,1095,Dachshund Wirehair Mix,Black/White
A690724,Nikita,Sunday,Adoption,,Cat,Female,Spayed,62,Domestic Longhair Mix,Black/White
A693380,Izzy,Thursday,Adoption,,Dog,Female,Spayed,186,Dachshund Mix,Tricolor
A685482,Pip,Monday,Adoption,,Cat,Male,Neutered,93,Domestic Shorthair Mix,Brown Tabby
A675624,,Thursday,Transfer,Partner,Dog,Female,Intact,217,Cardigan Welsh Corgi/German Shepherd,Brown/Tan
A688970,Rusty,Tuesday,Transfer,Partner,Dog,Male,Neutered,730,Boxer,Brown Brindle/White
A503371,Abby,Tuesday,Return_to_owner,,Dog,Female,Spayed,2555,Labrador Retriever,Yellow
A674569,Amelia,Saturday,Adoption,,Dog,Female,Spayed,730,Lhasa Apso/Miniature Schnauzer,Gray/White
A707088,,Monday,Transfer,Partner,Dog,Female,Spayed,1825,Shih Tzu Mix,White/Black
A698364,Remy,Wednesday,Return_to_owner,,Dog,Male,Neutered,155,German Shorthair Pointer Mix,White/Chocolate
A691256,Tess,Wednesday,Transfer,Partner,Dog,Female,Intact,4015,Soft Coated Wheaten Terrier Mix,White/White
A680924,,Tuesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Black
A677629,Scruffles,Friday,Adoption,,Cat,Female,Spayed,1095,Domestic Longhair Mix,Torbie
A682935,,Saturday,Transfer,Partner,Cat,Female,Intact,14,Domestic Shorthair Mix,Blue/Cream
A669366,,Sunday,Adoption,,Dog,Male,Neutered,186,Parson Russell Terrier Mix,White/Tan
A684295,Ladybird,Thursday,Adoption,,Dog,Female,Spayed,730,Labrador Retriever Mix,Brown
A684299,Lucy,Wednesday,Adoption,,Dog,Female,Spayed,2920,Australian Shepherd Mix,Black/Tan
A687667,Anna Mae,Sunday,Transfer,Partner,Dog,Female,Spayed,310,Yorkshire Terrier/Dachshund Wirehair,Black/Tan
A710672,Ponyo,Monday,Adoption,,Dog,Female,Spayed,62,Catahoula/Cardigan Welsh Corgi,Black/White
A684882,,Wednesday,Adoption,,Dog,Female,Spayed,730,Dachshund Mix,Tan/White
A674069,David,Monday,Transfer,Partner,Dog,Male,Neutered,1095,Cairn Terrier/Shih Tzu,White/Buff
A686959,,Wednesday,Transfer,Partner,Cat,Female,Intact,31,Domestic Shorthair Mix,Tortie
A699690,Debo,Wednesday,Return_to_owner,,Dog,Male,Intact,365,Pit Bull Mix,Brown Brindle/White
A685630,Tonka,Sunday,Adoption,,Dog,Male,Neutered,730,Great Pyrenees Mix,White/Buff
A687833,,Wednesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Brown Tabby
A692469,Bella,Saturday,Adoption,,Cat,Female,Intact,62,Siamese Mix,Seal Point
A696317,Lazey,Sunday,Adoption,,Dog,Female,Spayed,248,Pharaoh Hound Mix,Tan
A709243,Leoara,Friday,Transfer,Partner,Dog,Female,Intact,2190,Labrador Retriever/Border Collie,Black
A715829,Coco,Wednesday,Return_to_owner,,Dog,Male,Neutered,310,Golden Retriever Mix,Red/White
A708007,,Wednesday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Orange Tabby
A718437,Baby,Wednesday,Return_to_owner,,Dog,Female,Spayed,1825,Beagle Mix,White/Black
A712923,,Thursday,Transfer,SCRP,Cat,Male,Intact,730,Domestic Shorthair Mix,Black
A673039,,Wednesday,Transfer,Partner,Cat,Male,Intact,7,Domestic Shorthair Mix,Orange Tabby
A680360,Macie,Saturday,Adoption,,Dog,Female,Spayed,1460,Dalmatian/Labrador Retriever,Black/White
A712631,,Saturday,Transfer,Partner,Cat,Male,Intact,14,Domestic Shorthair Mix,White/Gray
A668806,Princess,Tuesday,Return_to_owner,,Dog,Female,Spayed,2920,Rat Terrier Mix,White/Brown
A664880,Dody Becerra,Saturday,Return_to_owner,,Dog,Male,Neutered,248,Beagle/Dachshund,Brown Brindle/White
A677959,,Saturday,Adoption,Foster,Cat,Female,Spayed,93,Domestic Shorthair Mix,Blue Tabby
A675894,Cleopatra,Saturday,Euthanasia,Suffering,Cat,Female,Spayed,2555,Domestic Shorthair Mix,Calico
A715827,Peewee,Friday,Return_to_owner,,Dog,Male,Neutered,365,Yorkshire Terrier Mix,Silver
A711548,Cody,Sunday,Transfer,Partner,Dog,Male,Intact,124,Chihuahua Shorthair Mix,Tan
A695741,Libby,Monday,Adoption,,Dog,Female,Spayed,365,Pit Bull Mix,Brown/White
