animalid,name,datetime,holiday,outcometype,outcomesubtype,animaltype,sex,castration,agegroup,breed,color
A719881,Rajah,Friday,False,Adoption,,Cat,Male,Neutered,adult,Ocicat Mix,Chocolate
A686923,,Tuesday,False,Adoption,,Dog,Female,Spayed,aging_dog,Dachshund Mix,Red
A412697,Jackie,Thursday,False,Return_to_owner,,Dog,Male,Neutered,,Parson Russell Terrier Mix,White/Brown
A675521,Dismiss,Tuesday,False,Return_to_owner,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Cream Tabby
A611890,Winston,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Toy Poodle/Yorkshire Terrier,Tricolor
A715622,Fancy,Friday,False,Transfer,Partner,Dog,Female,Intact,puppy,Golden Retriever Mix,Tan
A664851,Minkus,Friday,False,Transfer,Partner,Dog,Male,Neutered,adult,Australian Cattle Dog,Black/White
A668253,Scarlett,Friday,False,Adoption,,Dog,Female,Spayed,,Australian Shepherd Mix,Brown/White
A668901,Fiona,Sunday,False,Transfer,Partner,Dog,Female,Spayed,adult,American Pit Bull Terrier Mix,Brown/White
A664241,Fina,Friday,False,Adoption,,Dog,Female,Spayed,puppy,Pit Bull Mix,Brown Brindle/White
A715154,,Sunday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A705606,Villy Pixel,Sunday,False,Adoption,,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Brown Tabby
A698751,Bentley,Sunday,False,Adoption,Foster,Dog,Male,Neutered,adult,Miniature Poodle/Havanese,White
A688677,Zoe,Wednesday,False,Return_to_owner,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Torbie
A689250,Chrissy,Thursday,True,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A696447,,Sunday,False,Transfer,Partner,Dog,Male,Intact,puppy,Chihuahua Shorthair Mix,Brown
A702848,Murphy,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Jack Russell Terrier Mix,White/Brown
A668014,Emma,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Border Collie/Australian Shepherd,Black/White
A669070,Prince C.,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black/White
A682248,,Tuesday,False,Euthanasia,Aggressive,Dog,Male,Intact,adult,Pit Bull Mix,White
A681871,,Saturday,False,Euthanasia,Suffering,Cat,Female,Intact,adult,Domestic Shorthair Mix,Black/White
A669483,Canelo,Sunday,False,Return_to_owner,,Dog,Male,Neutered,adult,Pit Bull Mix,Brown/White
A707044,Pepper,Friday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Black
A714169,,Monday,False,Return_to_owner,,Dog,Female,Intact,adult,Yorkshire Terrier Mix,Black/Tan
A647713,Coco,Saturday,False,Adoption,Offsite,Dog,Female,Spayed,,Chihuahua Shorthair Mix,Chocolate
A681339,,Wednesday,False,Died,In Foster,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black/White
A686935,,Friday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A679817,Ruby,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black
A680512,,Tuesday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Black/White
A676372,Phillia,Friday,False,Return_to_owner,,Dog,Female,Spayed,adult,Siberian Husky Mix,Tricolor
A688514,,Tuesday,False,Adoption,,Cat,Female,Spayed,kitten,Siamese Mix,Lynx Point
A692995,Lunette,Sunday,False,Adoption,,Dog,Female,Spayed,adult,American Staffordshire Terrier Mix,Black/White
A718015,Gilbert,Monday,False,Transfer,Partner,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Red
A715970,Coco,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Pit Bull Mix,Blue/White
A700137,,Tuesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A671097,Oscar,Saturday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Pit Bull Mix,White/Blue
A704194,Blue,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Australian Cattle Dog Mix,Blue Merle
A688147,Peanut,Thursday,False,Transfer,Partner,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Brown/White
A660054,Ginger,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Pbgv Mix,White/Tan
A691702,,Monday,False,Euthanasia,Suffering,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Black
A717751,Lucy,Monday,False,Return_to_owner,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Black/Brown Brindle
A707904,Loomi,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Rat Terrier Mix,Black/Brown
A708685,Bronson,Tuesday,False,Adoption,,Dog,Male,Neutered,adult,German Shepherd Mix,Sable
A683617,Henry,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Border Terrier,Black/Tan
A720340,Carino,Friday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tan
A666719,Thor,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black Smoke
A697423,,Tuesday,False,Transfer,SCRP,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Orange Tabby/White
A718044,,Sunday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A718640,Morty,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Cairn Terrier Mix,Black/Gray
A678324,Willie,Friday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Blue/White
A714315,Kojak,Wednesday,False,Adoption,,Cat,Male,Neutered,senior,Russian Blue Mix,Blue
A702967,Bess,Friday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A707512,Peanut,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A694241,Napoleon,Saturday,False,Return_to_owner,,Dog,Male,Neutered,adult,German Shepherd,Black/Tan
A695990,Deisel,Monday,False,Return_to_owner,,Dog,Male,Neutered,adult,Boxer Mix,White
A704995,Ken,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A688535,Jake,Wednesday,False,Adoption,,Dog,Male,Neutered,puppy,German Shepherd Mix,Brown/Black
A702625,Delilah,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Great Pyrenees,White
A665368,,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Labrador Retriever Mix,Cream
A665135,Josie,Friday,False,Return_to_owner,,Dog,Female,Spayed,adult,Black Mouth Cur,Tan/White
A672845,Bj,Sunday,False,Return_to_owner,,Cat,Male,Neutered,senior,Maine Coon Mix,Brown Tabby
A713432,,Wednesday,False,Transfer,SCRP,Cat,Male,Intact,adult,Domestic Shorthair Mix,Black/White
A715903,Allie,Tuesday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,White/Black
A611924,Kiwi,Friday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Black/White
A682505,Sally,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A693394,Kini,Sunday,False,Euthanasia,Aggressive,Dog,Female,Spayed,adult,Labrador Retriever Mix,Black
A703403,Mustachio,Monday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A712282,Israel,Friday,False,Adoption,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black
A707769,Smokey,Monday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Brown
A689886,Bubblegum,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Black/White
A678926,Bombon,Friday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Miniature Poodle Mix,Apricot
A720167,Fynn,Friday,False,Adoption,,Dog,Male,Neutered,aging_dog,Golden Retriever/Pembroke Welsh Corgi,Yellow
A693170,Mila,Tuesday,False,Adoption,,Dog,Female,Spayed,adult,Norfolk Terrier Mix,Black/White
A672602,Keiser Soze,Friday,False,Return_to_owner,,Dog,Male,Neutered,,Bulldog Mix,Red/White
A719278,,Saturday,False,Euthanasia,Suffering,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Orange/White
A672531,London,Wednesday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Orange Tabby/White
A664672,Roscoe,Saturday,False,Return_to_owner,,Dog,Male,Neutered,adult,Beagle/American Staffordshire Terrier,White/Tricolor
A666563,Jasmine,Wednesday,True,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Calico
A491814,Sadie,Monday,False,Return_to_owner,,Dog,Female,Spayed,,Rat Terrier,White/Tan
A707774,,Friday,False,Transfer,Partner,Dog,Female,Intact,adult,Chihuahua Shorthair Mix,Brown
A715114,Isabel,Saturday,False,Adoption,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Torbie
A666865,Princess,Tuesday,False,Adoption,,Dog,Female,Spayed,puppy,Labrador Retriever Mix,Black/White
A676147,Bevo,Thursday,False,Adoption,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Orange Tabby/White
A715476,Dually,Thursday,False,Return_to_owner,,Dog,Female,Spayed,,Pit Bull Mix,White/Brown
A670752,Elvis,Friday,False,Transfer,Partner,Dog,Male,Intact,adult,Pug,Fawn/Black
A704119,Martina,Monday,False,Euthanasia,Suffering,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A710520,Harley,Monday,False,Return_to_owner,,Dog,Male,Intact,puppy,Yorkshire Terrier,Red/Black
A686187,Raul,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby/White
A712555,Teddy B,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Miniature Poodle/Miniature Schnauzer,White
A706579,Fritz,Monday,True,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A703342,,Thursday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Pug Mix,Brown/Black
A694215,Travis,Tuesday,False,Euthanasia,Aggressive,Dog,Male,Intact,adult,Pit Bull Mix,Chocolate/White
A715506,Bud,Friday,False,Return_to_owner,,Dog,Male,Neutered,adult,Labrador Retriever Mix,White/Brown
A688711,Birdie,Tuesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Labrador Retriever/Border Collie,Black/White
A684508,Snow,Thursday,False,Transfer,Partner,Dog,Male,Intact,puppy,Catahoula Mix,White/Tan
A704927,,Thursday,False,Euthanasia,Medical,Dog,Female,Intact,puppy,Chihuahua Shorthair Mix,Black/Brown
A719652,,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Labrador Retriever Mix,Black/Brown
A634956,Rocky,Friday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Fawn
A671563,Monty,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A689677,Gustav,Saturday,False,Adoption,,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Tan/White
A673687,Marius,Thursday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Black/Tan
A680442,Rocky,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tan
A713535,Buster,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue Tabby/White
A676456,Smokey,Sunday,False,Adoption,,Dog,Female,Spayed,adult,American Staffordshire Terrier Mix,Black Brindle/White
A684976,,Thursday,False,Euthanasia,Suffering,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Orange Tabby
A702762,,Sunday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Brown Tabby/White
A596672,Spencer,Wednesday,False,Return_to_owner,,Cat,Male,Neutered,adult,Domestic Longhair Mix,Brown Tabby/White
A714343,Charlotte,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Siamese Mix,Seal Point
A672477,Casanova,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Longhair Mix,Gray
A689986,Phoebe,Friday,False,Adoption,,Dog,Female,Spayed,puppy,Pit Bull Mix,White/Tan
A698555,Leeloo,Monday,False,Adoption,,Dog,Female,Spayed,adult,Labrador Retriever/Boxer,Black/White
A704096,Booboo,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Pit Bull Mix,Red
A680843,Chico,Friday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,American Bulldog Mix,Black/White
A681511,Snickers,Monday,False,Adoption,,Dog,Female,Spayed,puppy,Chihuahua Shorthair/Welsh Terrier,Black/Brown
A720169,Rita,Wednesday,False,Transfer,Partner,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Black/Brown
A670859,,Thursday,False,Transfer,SCRP,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Orange Tabby
A671712,Zena Susi,Monday,False,Transfer,Partner,Dog,Female,Spayed,adult,Doberman Pinsch Mix,Red/Tan
A671133,Chuck,Sunday,False,Return_to_owner,,Dog,Male,Intact,adult,American Bulldog Mix,White/Brown Brindle
A678560,Nelson,Thursday,False,Transfer,Partner,Dog,Male,Neutered,adult,Queensland Heeler Mix,Tricolor
A516660,Marley,Wednesday,True,Adoption,,Dog,Female,Spayed,aging_dog,Australian Cattle Dog/Parson Russell Terrier,White/Tan
A682864,,Friday,True,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Medium Hair Mix,White
A664618,Sierra,Thursday,False,Adoption,,Dog,Female,Spayed,puppy,Chihuahua Shorthair Mix,Black/Tan
A691374,Max,Monday,False,Return_to_owner,,Dog,Male,Intact,aging_dog,Dalmatian Mix,White/Black
A667940,,Monday,False,Transfer,Partner,Dog,Female,Intact,puppy,Labrador Retriever Mix,Black
A707783,,Saturday,False,Transfer,SCRP,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby/White
A715765,Mickey,Friday,False,Adoption,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Tan/Black
A713918,,Friday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black/White
A706628,Bronx,Wednesday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Weimaraner,Blue
A679855,Rocky,Sunday,False,Transfer,Partner,Dog,Male,Neutered,,Australian Cattle Dog/Beagle,Sable
A668217,,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue/White
A708063,Gladys,Saturday,False,Adoption,,Cat,Female,Spayed,senior,Domestic Shorthair Mix,Brown Tabby
A687562,Zelda,Monday,False,Transfer,Partner,Dog,Female,Intact,puppy,Australian Kelpie Mix,Black
A674025,Bruce,Tuesday,False,Adoption,,Dog,Male,Neutered,puppy,Scottish Terrier Mix,Brown Brindle/White
A682960,Mr. Skippy,Wednesday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Rat Terrier Mix,Tricolor
A678608,Rango,Monday,False,Return_to_owner,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Gray/White
A711107,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Blue
A695891,Cuddles,Monday,False,Return_to_owner,,Dog,Female,Spayed,,Cocker Spaniel Mix,White/Buff
A588842,Rocky,Monday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Black/Brown
A664723,,Tuesday,False,Euthanasia,Suffering,Cat,Female,Intact,adult,Domestic Shorthair Mix,Calico
A704634,,Monday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,White/Blue
A707828,Kyle,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A690532,Mcgregor,Tuesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Cream Tabby/White
A697201,George,Friday,False,Return_to_owner,,Dog,Male,Intact,adult,Chihuahua Shorthair Mix,Brown/White
A706895,Hugo,Monday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,German Shepherd Mix,Black/Tan
A693562,,Friday,False,Euthanasia,Behavior,Dog,Male,Neutered,adult,Pit Bull/Australian Cattle Dog,Red Merle
A712451,Buddy,Sunday,False,Adoption,Foster,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby
A689769,,Thursday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A710379,Ginny,Friday,False,Transfer,Partner,Dog,Female,Intact,adult,Chihuahua Shorthair Mix,Tan/Black
A706334,Ace,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Staffordshire Mix,White/Black
A679519,Candy,Sunday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie/White
A669814,River,Tuesday,False,Transfer,Partner,Cat,Female,Intact,adult,Domestic Shorthair Mix,White/Black
A706466,,Monday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A679790,Blue,Friday,False,Adoption,,Dog,Male,Neutered,adult,Miniature Schnauzer Mix,Gray/White
A685589,,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Torbie
A710249,Peewee,Thursday,False,Return_to_owner,,Dog,Male,Neutered,,Chihuahua Shorthair Mix,Brown/White
A718581,,Wednesday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Chihuahua Shorthair Mix,Brown
A676893,Halle,Wednesday,False,Transfer,Partner,Dog,Female,Spayed,adult,Chihuahua Shorthair/Shetland Sheepdog,White
A310454,Sammy,Monday,True,Return_to_owner,,Dog,Male,Neutered,,Chihuahua Shorthair Mix,Tan/White
A692435,,Monday,False,Transfer,Partner,Dog,Male,Intact,adult,Chihuahua Shorthair Mix,Chocolate/White
A680202,Kio,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Siberian Husky Mix,Chocolate/Tan
A718829,Garbanzo,Friday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Pug Mix,Brown
A670904,Freddy,Saturday,False,Adoption,,Dog,Male,Neutered,puppy,Australian Shepherd/Labrador Retriever,Red/Tan
A713688,Coal,Monday,True,Return_to_owner,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black
A683799,Savannah,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Manx/Domestic Shorthair,Brown Tabby
A686830,,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A667065,Miles,Friday,False,Adoption,,Dog,Male,Neutered,adult,Dachshund Mix,Black/White
A685096,,Sunday,False,Transfer,SCRP,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Orange Tabby
A688749,,Tuesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A691375,Ricardo,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A675666,Rolly,Tuesday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Miniature Poodle Mix,Black/White
A670747,Trudge,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,adult,Pit Bull Mix,Blue/White
A707750,Dill,Friday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby/White
A667044,Roxy,Wednesday,False,Adoption,,Dog,Female,Spayed,aging_dog,Golden Retriever Mix,Brown/Tan
A682369,Elwood,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Yorkshire Terrier/Cairn Terrier,Tan/Gray
A678413,Kingoflove,Tuesday,False,Transfer,Partner,Dog,Male,Neutered,adult,Dachshund Mix,Brown/White
A688011,Cuddles,Wednesday,False,Return_to_owner,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Blue Tabby
A687658,,Tuesday,False,Transfer,Partner,Dog,Male,Intact,puppy,Pit Bull Mix,Black
A666924,Elizabeth,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Border Collie Mix,White/Black
A714377,Daly,Wednesday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Orange Tabby
A703570,,Wednesday,False,Euthanasia,Suffering,Dog,Male,Intact,adult,Dachshund,Tricolor
A673351,Lily,Monday,False,Transfer,Partner,Dog,Female,Spayed,puppy,Belgian Malinois Mix,Tan/Black
A665688,Precious,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Cairn Terrier,Buff
A711411,,Monday,True,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A667084,Jelly,Friday,False,Transfer,Partner,Dog,Female,Spayed,puppy,Pit Bull Mix,White/Tan
A663082,Blitz,Sunday,False,Return_to_owner,,Dog,Male,Neutered,adult,Alaskan Malamute Mix,Black/Gray
A700271,Sadie,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Siberian Husky/Australian Shepherd,White/Brown
A700916,,Tuesday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Torbie/White
A677304,,Friday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue/White
A539561,William,Wednesday,False,Transfer,Partner,Dog,Male,Neutered,,Pug,Fawn/Black
A675232,Melinda,Sunday,False,Adoption,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Tortie/Blue Cream
A686893,,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A697064,Tommy,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Cocker Spaniel,Chocolate/White
A559240,Chikita,Saturday,False,Euthanasia,Suffering,Dog,Female,Spayed,,Miniature Poodle,White
A711172,Liza,Tuesday,False,Transfer,Partner,Dog,Female,Intact,,Pointer,White/Black
A662549,Natalie,Sunday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie
A668322,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Brown Tabby/White
A715252,,Monday,False,Adoption,,Dog,Male,Neutered,aging_dog,Cairn Terrier Mix,Buff
A688008,Tequila,Friday,False,Adoption,,Dog,Female,Spayed,aging_dog,Staffordshire,Fawn/White
A473179,Rodeo,Wednesday,False,Euthanasia,Aggressive,Dog,Male,Neutered,,Labrador Retriever Mix,Tan/White
A696929,Timber,Wednesday,False,Adoption,Foster,Dog,Male,Neutered,puppy,Siberian Husky Mix,Gray/White
A710315,,Friday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A707404,Olive,Wednesday,False,Adoption,,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A713543,,Friday,False,Transfer,SCRP,Cat,Male,Neutered,adult,Domestic Medium Hair Mix,Black
A676957,Guapo,Thursday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Alaskan Malamute/Border Collie,Black/Tan
A714634,Minnie Mouse,Sunday,False,Transfer,Partner,Dog,Female,Spayed,adult,Australian Kelpie,Black/White
A696823,Sadie,Sunday,False,Died,In Foster,Dog,Female,Intact,,Labrador Retriever Mix,Yellow/White
A658155,Muneco,Thursday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair,White/Brown
A686670,Luigi,Saturday,False,Adoption,Offsite,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A694518,Hailey,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Beagle/Labrador Retriever,Chocolate/White
